# board=.../airportchairshield.top.etch.nc
# tool size=0.100000
# pass=1
49.76021,23.11480,51.83979,23.11480
51.83979,23.11480,52.03592,23.15381
52.03592,23.15381,52.22067,23.23034
52.22067,23.23034,52.38695,23.34144
52.38695,23.34144,52.52836,23.48285
52.52836,23.48285,52.63946,23.64912
52.63946,23.64912,52.71598,23.83388
52.71598,23.83388,52.75500,24.03001
52.75500,24.03001,52.75500,24.22999
52.75500,24.22999,52.71598,24.42612
52.71598,24.42612,52.63946,24.61088
52.63946,24.61088,52.52836,24.77715
52.52836,24.77715,52.38695,24.91856
52.38695,24.91856,52.22067,25.02966
52.22067,25.02966,52.03592,25.10618
52.03592,25.10618,51.83979,25.14520
51.83979,25.14520,49.76021,25.14520
49.76021,25.14520,49.56408,25.10618
49.56408,25.10618,49.37932,25.02966
49.37932,25.02966,49.21305,24.91856
49.21305,24.91856,49.07164,24.77715
49.07164,24.77715,48.96054,24.61088
48.96054,24.61088,48.88401,24.42612
48.88401,24.42612,48.84500,24.22999
48.84500,24.22999,48.84500,24.03001
48.84500,24.03001,48.88401,23.83388
48.88401,23.83388,48.96054,23.64912
48.96054,23.64912,49.07164,23.48285
49.07164,23.48285,49.21305,23.34144
49.21305,23.34144,49.37932,23.23034
49.37932,23.23034,49.56408,23.15381
49.56408,23.15381,49.76021,23.11480
49.76021,25.65480,51.83979,25.65480
51.83979,25.65480,52.03592,25.69381
52.03592,25.69381,52.22067,25.77034
52.22067,25.77034,52.38695,25.88144
52.38695,25.88144,52.52836,26.02285
52.52836,26.02285,52.63946,26.18912
52.63946,26.18912,52.71598,26.37388
52.71598,26.37388,52.75500,26.57001
52.75500,26.57001,52.75500,26.76999
52.75500,26.76999,52.71598,26.96612
52.71598,26.96612,52.63946,27.15088
52.63946,27.15088,52.52836,27.31715
52.52836,27.31715,52.38695,27.45856
52.38695,27.45856,52.22067,27.56966
52.22067,27.56966,52.03592,27.64618
52.03592,27.64618,51.83979,27.68520
51.83979,27.68520,49.76021,27.68520
49.76021,27.68520,49.56408,27.64618
49.56408,27.64618,49.37932,27.56966
49.37932,27.56966,49.21305,27.45856
49.21305,27.45856,49.07164,27.31715
49.07164,27.31715,48.96054,27.15088
48.96054,27.15088,48.88401,26.96612
48.88401,26.96612,48.84500,26.76999
48.84500,26.76999,48.84500,26.57001
48.84500,26.57001,48.88401,26.37388
48.88401,26.37388,48.96054,26.18912
48.96054,26.18912,49.07164,26.02285
49.07164,26.02285,49.21305,25.88144
49.21305,25.88144,49.37932,25.77034
49.37932,25.77034,49.56408,25.69381
49.56408,25.69381,49.76021,25.65480
49.76021,28.19480,51.83979,28.19480
51.83979,28.19480,52.03592,28.23381
52.03592,28.23381,52.22067,28.31034
52.22067,28.31034,52.38695,28.42144
52.38695,28.42144,52.52836,28.56285
52.52836,28.56285,52.63946,28.72912
52.63946,28.72912,52.71598,28.91388
52.71598,28.91388,52.75500,29.11001
52.75500,29.11001,52.75500,29.30999
52.75500,29.30999,52.71598,29.50612
52.71598,29.50612,52.63946,29.69088
52.63946,29.69088,52.52836,29.85715
52.52836,29.85715,52.38695,29.99856
52.38695,29.99856,52.22067,30.10966
52.22067,30.10966,52.03592,30.18618
52.03592,30.18618,51.83979,30.22520
51.83979,30.22520,49.76021,30.22520
49.76021,30.22520,49.56408,30.18618
49.56408,30.18618,49.37932,30.10966
49.37932,30.10966,49.21305,29.99856
49.21305,29.99856,49.07164,29.85715
49.07164,29.85715,48.96054,29.69088
48.96054,29.69088,48.88401,29.50612
48.88401,29.50612,48.84500,29.30999
48.84500,29.30999,48.84500,29.11001
48.84500,29.11001,48.88401,28.91388
48.88401,28.91388,48.96054,28.72912
48.96054,28.72912,49.07164,28.56285
49.07164,28.56285,49.21305,28.42144
49.21305,28.42144,49.37932,28.31034
49.37932,28.31034,49.56408,28.23381
49.56408,28.23381,49.76021,28.19480
49.76021,30.73480,51.83979,30.73480
51.83979,30.73480,52.03592,30.77381
52.03592,30.77381,52.22067,30.85034
52.22067,30.85034,52.38695,30.96144
52.38695,30.96144,52.52836,31.10285
52.52836,31.10285,52.63946,31.26912
52.63946,31.26912,52.71598,31.45388
52.71598,31.45388,52.75500,31.65001
52.75500,31.65001,52.75500,31.84999
52.75500,31.84999,52.71598,32.04612
52.71598,32.04612,52.63946,32.23088
52.63946,32.23088,52.52836,32.39715
52.52836,32.39715,52.38695,32.53856
52.38695,32.53856,52.22067,32.64966
52.22067,32.64966,52.03592,32.72618
52.03592,32.72618,51.83979,32.76520
51.83979,32.76520,49.76021,32.76520
49.76021,32.76520,49.56408,32.72618
49.56408,32.72618,49.37932,32.64966
49.37932,32.64966,49.21305,32.53856
49.21305,32.53856,49.07164,32.39715
49.07164,32.39715,48.96054,32.23088
48.96054,32.23088,48.88401,32.04612
48.88401,32.04612,48.84500,31.84999
48.84500,31.84999,48.84500,31.65001
48.84500,31.65001,48.88401,31.45388
48.88401,31.45388,48.96054,31.26912
48.96054,31.26912,49.07164,31.10285
49.07164,31.10285,49.21305,30.96144
